text_a	label
106年營業計劃概要經營方針暨預期營業目標106年持續以「創新、成長、深耕、風控」為策略主軸,並擬訂四大重要經營政策。重要經營政策依據本行「創新、成長、深耕、風控」之策略主軸,擬訂重要經營政策及業務方向如下:策略主軸重要經營政策及業務方向創新以數位化做業務廣度創新、作業流程創新SmartBanking行動裝置建立業務人員行動助理提升生產力推展行動銀行及行動支付成長客戶數成長、資產規模成長全力發展中小企業、擴大放款規模、市場占有率提升人員專業能力、生產力擴大保管業務規模	Y
並將已建置為數位分行之營業部及嘉義等	Y
188-18,622,33082%稅前淨利12,941,99715,635,129-22%所得稅費用-1,578,729-1,981,974-35%本年度稅後淨利11,363,26813,653,155-77%每股盈餘(稅後)(單位:元)5290-00%純益率85%20%-78%資產報酬率(稅後)46%57%-30%權益報酬率(稅後)73%61%-84%研究發展狀況在研究發展方面,本行持續鼓勵員工積極投入研究開發工作,106年度員工個人研究發展提案共有349件,其中經採納者有73件。	Y
由本行擔任金流角色,除增加活期性存款及手續費收入,亦提高客戶黏著度。	Y
有關金控、銀行及票券等業之相關配合事項。本公司皆配合相關法令規定,尚無重大影響總體經營環境:105年12月央行理監事會議維持重貼現率375%	N
﻿未來發展策略除持續深化經營策略的執行外,另以長線佈局,擴大行銷通路及業務發展,培養優秀業務團隊。在公司穩定獲利的情況下,持續增進直營業務部隊之質與量,並強化多元化行銷通路發展,除了穩固現有通路外	N
積極開辦新種業務,擴大業務範疇,票券、投信及創投子公司105年度產出率分別為444%、158%及101%,較104年度分別增加91%、36%及18%。持續調整集團核心業務結構,擴大存放款利差,並強化財富管理業務,提高手續費收入,銀行子公司105年度產出率為118%,亦較104年度增加84%。整合行銷方面持續深化集團各子公司之業務合作關係,截至105年底,證券子公司已在銀行子公司通路設置255個證券櫃檯,其證券經紀業務下單量占證券子公司年度總交易量比重為09%;經紀業務市占率由104年12月之666%提升至105年12月之811%。人壽及投信子公司透過集團其他子公司通路銷售挹注的保費收入及基金銷售量,分別占該公司全年度總保費收入及基金銷售量(不含貨幣市場基金)的8%及95%,有效發揮整合行銷效益。海外布局方面開拓國際金融市場,擴增海外收益比重,截至105年底,銀行子公司境外單位(含OBU及各海外單位)提存後稅前盈餘為59億元	N
上一年度的經營結果105年金控合併稅後淨利為99億元;合併綜合淨利為176億元;合併總資產規模達16兆,較前一年度成長57%;歸屬於金控之業主權益提升至1,297億元,較前一年度成長06%。人壽方面,初年度保費收入穩健成長至1,192億元,較前一年度成長91%。並藉由新契約銷售及持續堆疊二次後保費,有效降低負債成本14bps14%)。在提升良好業務動能與降低負債成本的基礎下,人壽亦努力提升經常性收益,持續投資國際板債券、佈局收益率較佳之外幣資產。人壽強化核心業務的同時,並提高投資收益,藉由種種開源節流之方式	N
﻿未來發展策略臺灣金控作為唯一的國營金控,建構集團規模優勢(Scale),擴大業務的廣度及深度(Scope),採取穩健經營(Soundness),發揮卓越管理(SuperiorManagement),善盡社會責任(SocialResponsibility),致力鞏固業界領導地位。為此,臺灣金控將採行五大競爭策略(CompetitiveStrategies)：People-Centered實踐以人為本,厚植人力資源應用集團跨領域培訓資源,儲訓年輕優秀人才,強化集團管理實力,並建立嚴明合理的制度,鬆綁薪資機制,凝聚員工向心力,厚植人才培育與集團成長實力。Portfolio-Sound強化領導金融,健全資產品質全力配合政府辦理相關授信業務,並加強爭攬「住宅貸款」與「老危都更」相關融資；善用存款戶眾多優勢,開發具潛力利基商品	N
894項目105年度104年度增減比率(%)公募基金私募基金96,85897,56619,57373全權委託1,041766合計117,47298,405買入應收債權淨回收款暨處分承受擔保品損益淨額利息收入項目105年度104年度增減比率(%)177571(((140租金收入037120154服務收入419258合計715986兆豐創業投資(股)公司單位:新台幣佰萬元單位:新台幣佰萬元46單位:新台幣仟元9714845550單位:新台幣仟元3439130621111585182長期投資撥款長期投資餘額140337916945兆豐人身保險代理人(股)公司項目105年度104年度增減比率(%)保險佣金收入1,9441,562預算執行情形105年度本公司預算與實際執行情形表列如下:項目實際數預算數達成率(%)收益23,298,91128,424	N
國際資金快速移動,受英國脫歐、義大利憲改公投,大陸經濟趨緩等因素,國際金融市場震盪加劇,加以近期美國復甦動能轉強,FED升息,使得市場避險情緒高昂,資金回流美國,歐元、英鎊、日圓及亞幣兌美元呈貶值趨勢,惟新台幣在台股高殖利率,吸引外資全年淨匯入56億美元,及大陸經營環境改變,台商匯回資金下,12月底台幣兌美元匯率為279元,較104年底的066升值44%。本公司組織變化情形105年度本公司組織無變化。營業計畫及經營策略實施成果105年度本公司逾放比率01%,授信資產品質良好	N
增加競爭優勢。落實績效評核及獎懲制度,實施獎酬差異,鼓勵全員發揮戰力。透過訓用合一及輪調制度,建立接班培訓及種子培訓機制,充裕高階管理與專業人才。掌握政府開放數位金融創新服務限制,發展電子錢包等數位金融服務,開拓市場新局。	N
未來發展策略中期目標:企業組織改造,擴大經營規模,壯大自己,成為本國銀行中之優質銀行。本行將推動企業組織改造,提升經營績效,以擴大經營規模,使業務、財務等方面	N
專責海外分行之營運監督與管理,以提升本行對海外分行之控管效能;亦新設業務管理處為國內分支機構之督導單位。另考量洗錢防制為銀行業重要之法遵事項,本行於105年增設洗錢防制中心,負責本行洗錢防制與打擊資恐相關事務之管理。此外,本行將原授信管理處之債權管理組恢復為債權管理處;並為順應數位金融發展趨勢,加速業務創新轉型,將原電子金融推廣中心改制為數位金融處,以提升全行數位金融競爭力。此外,本行將董事會稽核室改制為稽核處,並為提升董事會之職能,新設專責處理董事會事務之議事單位,原「資產負債暨風險管理委員會」則改制為「風險管理委員會」及「資產負債管理委員會」。	Y
可望為今年房地產景氣捎來春意。組織變化為經營保險代理人業務,合併板信保險經紀人(股)公司,成立保險代理部。為強化授信業務效能,將授信管理部併入審查部。為因應金管會修正「銀行業防制洗錢及打擊資恐注意事項」規定,於法令遵循部增設防制洗錢科。為提升通路營運效能,將雙連分行遷移並更名為民權分行、環南分行遷移並更名為環東分行、軍輝分行遷移並更名為北桃園分行、安和分行遷移並更名為南京東路分行。經營績效105年底存款餘額為2,079億元,放款餘額為1,381億元。在存款業務方面,為因應放款業務動能提升,存款增加269億元;其中活期性存款增加34億元、定期性存款增加154億元、郵匯局及同業存款微幅減少,臺幣活存比降為19%。在放款業務方面,為衝刺放款業務,創造經營績效,放款餘額增加48億元。在外匯業務方面,受到進出口貿易疲弱影響,外幣存款及放款均較104年微幅減少。在理財信託業務方面,雖致力於引進多樣保險產品、加強推展、開發新種信託商品	N
增加競爭優勢。落實績效評核及獎懲制度,實施獎酬差異,鼓勵全員發揮戰力。透過訓用合一及輪調制度,建立接班培訓及種子培訓機制,豐裕管理與專業人才。善用數據分析、導入數位行銷技術應用,提高行銷效能與精準經營潛在客層,開拓市場新局。	N
外部競爭環境、法規環境及總體經營環境之影響外部競爭環境̇國內金融業因廠商投資意願不足,造成市場資金充沛,較高利率的中小企業放款經多012年衝刺,成長力道有限,放款結構仍以企業金融為主,且著重於較大型的聯貸案。由於國內銀行營運多偏重國內市場,在國內市場漸趨飽和及低利差環境下,促使金融業積極拓展財富管理及海外市場領域,期增加營運及獲利空間。̇106年國內外景氣和緩復甦,不僅財富管理業務成長,海外企業資金需求亦增加,加上金管會對重點產業放款的獎勵計畫,同步帶動放款業務增加,除了既有放款客群之外,各類新創事業融資包括文創、綠能、智慧醫療等漸受重視	Y
還要考慮營業費用,三者合計不得超過保單收取的附加費用。營業費用計算的項次,預計於2016年底定案,業界預期2017年商品保費將調漲。	Y
而主要經濟體仍面臨可能影響經濟前景之風險。因應相關變化,本行持續提供跨國企業客戶即時的諮詢與服務,協助客戶總體環境之影響。本行將持續秉持穩健經營原則,積極爭取多元客群往來,並落實授信安全之原則,以重視風險性資產報酬率方式汰弱留強以優化資產結構,同時兼顧高收益放款產品承作比重,以提升本行獲利性。此外,本行持續提供客戶更完整的金融服務歷程,完備帳戶功能,穩固存款基礎,並提供客群需求導向之整合性多元商品,另藉由金控各子公司通路,除原有人員共同行銷,更拓展數位服務之共同行銷策略,注入新資金活水,以達業務推廣綜效。	Y
